Marking	English	Abbreviated Form	Full Form	Equivalent	Subfield1	Subfield2	Chinese	Recommendation	Count	A) 理論與應用語言學英漢辭典	B) 語言學名詞2011	C) 現代語言學詞典	D) 新編英漢語言學詞典	E) LSHK	Sort1
	situationality						情景性						√		100
	skeletal tier				PHN		骨架音層	R			√				0
	skeletal tier				PHN		主幹音層	A			√				1
	skeletal tier				PHN		骨架層	A				√			1
	skewed distribution						傾斜分布						√		100
	skill						技能						√		100
	skills and strategies						技能和策略						√		100
	skills/strategies syllabus						技能／策略教學大綱						√		100
	skimming						略讀						√		100
	skip-connecting						跳躍式接合						√		100
*	SLA	SLA	second language acquisition				第二語言習得						√		100
	slack vowel						鬆弛元音						√		100
	slang				SOC	APL	俚語	R					√		0
	slang				#		行話	D					√		2
	slang				SOC	APL	俚語	R		√					0
*	slang			slang word	SOC		俚語詞	A			√				1
*	slang			folksay	SOC		俗語詞	A			√				1
*	slang			popular word	SOC		俗語詞	A			√				1
	slang				#		行話	D		√					2
	slang				SOC	APL	俗語	R		√					0
	slang				#		隱語	D		√					2
*	slang word			slang	SOC	APL	俚語詞	R			√				0
	slang word				SOC	APL	俚語詞	R		√					0
	Slavic						斯拉夫語族						√		100
	Slavic linguistics						斯拉夫語語言學						√		100
	slender vowel						細元音						√		100
	slender vowel						窄元音						√		100
	slifting						句子前移						√		100
	slip of the tongue						口誤						√		100
	slit fricative						狹縫擦音						√		100
	slope						音節坡						√		100
	slot				GEN		位置	A		√					1
	slot				GEN		子空位	A		√					1
	slot				GEN		槽	A				√			1
	slot				GEN		槽位	A				√			1
	slot				GEN		空格	A		√					1
	slot				GEN		空格	A					√		1
	slot				#		列圍	D			√				2
	slot						軌位						√		100
	Slovak						斯洛伐克語						√		100
	Slovene						斯洛文尼亞語						√		100
	slur						含糊發音						√		100
	small adjectival phrase						小形容詞性詞組						√		100
	small adverbial phrase						小副詞性詞組						√		100
	small c culture						小寫c文化						√		100
*	small clause	SC	small clause		SYN		小小句	A				√			1
	small clause				SYN		小子句	A		√					1
	small clause				SYN		小子句	A					√		1
	small clause				#		小短語	D				√			2
	small grammar						小語法						√		100
	small nominal phrase						小名詞性詞組						√		100
	small phrase						小詞組						√		100
	small verbal phrase						小動詞性詞組						√		100
*	SO	SO	secondary object				第二賓語						√		100
	social awareness						社會意識						√		100
	social competence						社會能力						√		100
	social context				SOC	DSC	社會語境	R			√				0
	social context				SOC	DSC	社會語境	R					√		0
	social context				SOC	DSC	社會情境	A		√					1
	social culture						社會文化						√		100
	social deixis						社會指別						√		100
	social deixis						社會指示						√		100
*	social dialect			sociolect	SOC	TYP	社會方言	R		√					0
*	social dialect			sociolect	SOC	TYP	社會方言	R					√		0
	social dialect				SOC	TYP	社會方言	R		√					0
	social dialect				SOC	TYP	社會習慣語	A		√					1
*	social dialect			social idiom	SOC		社會習慣語	A			√				1
*	social dialect			social idiom	#		社會方言詞語	D			√				2
*	social dialect			social idiom	#		習慣語	D			√				2
*	social dialect			sociolect	SOC		社會方言	R			√				0
	social dialectal variation						社會方言變異						√		100
	social distance						社會距離						√		100
	social function				GEN	PRG	社會功能	R		√		√			0
	social function				GEN	PRG	社會功能	R					√		0
	social group identification						歸屬性動機						√		100
	social integration						社團參與						√		100
	social man						社會的人						√		100
	social meaning				GEN	PRG	社會意義	R		√					0
	social meaning				GEN	PRG	社會意義	R					√		0
	social meaning				GEN	PRG	社會義	A				√			1
	social organization						社會組織						√		100
	social psychology of language				PSY	APL	語言社會心理學	R		√	√				0
	social psychology of language				PSY	APL	語言社會心理學	R					√		0
	social representation						社會表徵						√		100
	social stratification						社會分層						√		100
	social/affective strategies						社會／情感策略						√		100
	socialized speech						社交言語						√		100
	socio-affective filter						社會情感屏障						√		100
	socio-psychological linguistics						社會心理語言學						√		100
*	sociolect			social dialect	SOC		社會方言	R			√	√			0
*	sociolect			social dialect	SOC		社會方言	R					√		0
	sociolect				SOC		社會性方言	A		√					1
	sociolectal variation						社會方言變異						√		100
	sociolinguist						社會語言學家						√		100
	sociolinguistic competence						社會語言能力						√		100
	sociolinguistic knowledge						社會語言知識						√		100
	sociolinguistic variable						社會語言變量						√		100
	sociolinguistics				SOC		社會語言學	R		√	√	√			0
	sociolinguistics				SOC		社會語言學	R					√		0
	sociological triggers						社會觸動因素						√		100
	sociological triggers						社會激發因素						√		100
	sociology of language				SOC		語言社會學	R		√	√	√			0
	sociology of language				SOC		語言社會學	R					√		0
	sociophonology						社會音系學						√		100
	sociopragmatic competence and collocational competence						社會語用能力與搭配能力						√		100
	sociopragmatic failure						社會語用失誤						√		100
	sociopragmatics						社會語用學						√		100
	sociosemiotic appraoch						社會符號學途徑						√		100
	soft						軟音						√		100
	soft consonant				PHT	PHN	軟輔音	R		√		√			0
	soft consonant				PHT	PHN	軟輔音	R					√		0
	soft consonant				PHT	PHN	柔輔音	A		√					1
*	soft palate			velum	PHT		軟齶	R			√	√			0
*	soft palate			velum	PHT		軟齶	R					√		0
	soft palate				PHT		軟齶	R		√					0
	soft sign				PHN		軟音符	A		√					1
	soft sign				#		軟符號	D				√			2
	soft sign						軟音符號						√		100
	softening				PHN		弱化	R		√					0
	softening				PHN		軟化	A		√		√			1
	softening						軟音化						√		100
	software						軟件						√		100
	solecism						語法悖理						√		100
	solid compound						固定複合詞						√		100
	solidarity				PSY		一致關係	A			√				1
	solidarity				PSY		同等關係	A			√				1
	solidarity				#		等同性	D		√					2
	solidarity						同等地位						√		100
	solidarity						休戚關係						√		100
	soliloquy						獨白						√		100
*	sonagram			sound spectrogram	PHT		語圖	R			√				0
*	sonagram			sound spectrogram	PHT		聲譜圖	R						√	0
	sonagram				PHT		聲圖	A		√					1
	sonagraph				PHT		聲譜儀	R				√			0
	sonagraph				PHT		語圖儀	A		√	√				1
	sonagraph				PHT		語圖儀	A					√		1
	sonagraph						聲圖儀						√		100
	sonant						半元音						√		100
	sonant						響音						√		100
	Songhai						桑海語						√		100
	sonnet						十四行詩						√		100
	sonogram						語圖						√		100
	sonorant				PHT		響音	R		√	√				0
	sonorant				PHT		響音性	R						√	0
	sonorant				PHT		響音	R					√		0
	sonorant				PHT		響［音］	A				√			1
	sonorant				#		響輔音	D		√					2
	sonorant vs. non-sonorant						響音對非響音						√		100
*	sonority			loudness	PHT		響度	R				√			0
	sonority				PHT		響度	R		√					0
	sonority				#		音響	D		√		√			2
	sonority				#		音響	D					√		2
	sonority features						音響特徵						√		100
	sonority peak				PHT		音響峰	R				√			0
	sonority peak				PHT		響度峰	R						√	0
	sonority peak				#		響音峰	D		√					2
	sonorization						濁音化						√		100
	Sorbian						索布語						√		100
*	sortal			general	#		普通	D		√					2
	sortal				#		種屬詞	D				√			2
	sound						聲音						√		100
	sound						語音						√		100
	sound change				HIS		語音演變	R				√			0
	sound change				HIS		語音變化	A		√					1
	sound change						音變						√		100
	sound change by allophones						音位變體音變						√		100
	sound change by phonemes						音位音變						√		100
	sound class						語音類別						√		100
	sound echoism						擬聲						√		100
	sound echoism						擬聲構詞法						√		100
	sound gloss				PHN		聲訓	R		√	√				0
	sound law				HIS	PHN	語音規律	R				√			0
*	sound law			phonetic law	HIS	PHN	語音定律	A					√		1
	sound law				HIS	PHN	語音定律	A		√					1
	sound law				#		語音律	D		√					2
	Sound Pattern of English						《英語語音模式》						√		100
	sound shift				HIS	PHN	語音演變	R		√					0
	sound shift				HIS	PHN	語音演變	R					√		0
	sound shift				HIS	PHN	語音替變	A				√			1
	sound source						聲源						√		100
	sound spectrogram				PHT		聲譜圖	R		√					0
*	sound spectrogram			sonagram	PHT		語圖	A			√				1
	sound spectrogram				PHT		聲圖	A		√					1
	sound spectrogram				PHT		聲譜	A		√					1
	sound spectrogram				#		音譜圖	D		√					2
	sound spectrograph				PHT		聲譜儀	R		√	√				0
	sound spectrograph				PHT		聲譜儀	R					√		0
	sound spectrograph				PHT		分音儀	A		√					1
	sound spectrograph				PHT		語圖儀	A		√					1
	sound spectrograph				PHT		語聲頻譜儀	A				√			1
*	sound spectrograph			spectrograph			頻譜儀						√		100
	sound spectrum				PHT		聲譜	R		√	√				0
	sound substitution						語音替代						√		100
	sound symbolism				PSY	GEN	語音象徵	R			√				0
	sound symbolism						語音的象徵意義						√		100
	sound symbolism				PSY	GEN	語音象徵	R		√					0
	sound symbolism				#		語音符號	D		√					2
	sound symbolism				PSY	GEN	音色表義說	A		√					1
*	sound system			phonetic system	PHN	GEN	語音系統	R		√					0
	sound system				PHN	GEN	語音系統	R				√			0
	sound system				PHN	GEN	語音系統	R					√		0
	sound wave						聲波						√		100
	sound-rhythm						聲音節奏						√		100
	source				GEN	PHT	聲源	A			√				1
	source				GEN		來源	A					√		1
	source				GEN	PHT	聲源	A					√		1
	source						源點格						√		100
	source				GEN		源	R				√			0
	source				GEN		源點	A		√					1
	source				GEN		聲源	A				√			1
	source				GEN		來源	A		√					1
	source				GEN		聲源	A				√			1
	source				GEN		源點	A				√			1
	source				GEN		源語	A				√			1
	source case						源點格						√		100
	source features						聲源特徵						√		100
	source language				GEN		源語	A				√			1
	source language				GEN		源語	A					√		1
	source language						原語						√		100
	source language						源語言						√		100
	source language				GEN		根源語言	A		√					1
	source language				#		基楚語（基礎語）	D		√					2
	source language				#		母語	D		√					2
	source language				GEN		源語	A		√					1
	source language				GEN		譯出語	A		√					1
	South American Languages						南美語言						√		100
	South Caucasian						南高加索語						√		100
	SOV language				TYP	SYN	主－賓－述語序語言	R						√	0
	SOV language				TYP	SYN	主賓動型語言	R			√				0
	SOV language				TYP	SYN	主賓述型語言	R						√	0
	SOV language				TYP	SYN	主－賓－動語序語言	A			√				1
	SOV language				#		動詞居尾語言	D		√					2
	SOV language				#		自然語言在簡單直述句深層結構中的詞序，以主語居，賓語介中，動詞收尾的主賓動語言	D		√					2
	SOV language						SOV語言						√		100
	space deixis						空間指示						√		100
	space theory						心理空間理論						√		100
	Spanish						西班牙語						√		100
	speaker recognition				PSY		說話人識別	A				√			1
	speaker recognition				PSY		說話者識別	A		√					1
	speaker-independent speech recognition						非特定人語音識別						√		100
	Speaker’s Maxim						說話人準則						√		100
	speaking						說						√		100
	speaking on a topic						談論某個話題						√		100
	speaking topically						講話合題						√		100
	Spearman-Brown formula						斯皮爾曼－布朗公式						√		100
*	spec	spec	specifier		SYN		指定語	R				√			0
*	spec	spec	specific		SYN		指示語	A		√					1
	special languages						專用語言						√		100
	specialization				GEN		特化	R				√			0
	specialization				GEN		專指	A		√					1
	specialization of meaning						語義專門化						√		100
	specialized meaning						專義						√		100
	specific language impairment						特殊語言障礙						√		100
	specific question				SEM		特定問句	R		√					0
	specific question				SEM		特指問句	A			√				1
	specific question						具體問題						√		100
	specific vs. non-specific reading						明確對不明確解讀						√		100
	specification						詞義具體化						√		100
	specified subject condition						特定主語條件						√		100
*	specifier	spec	specifier		SYN		指定語	R				√			0
	specifier				SYN		指定成分	A		√					1
	specifier				SYN		指示語	A		√					1
	specifier						限定成分						√		100
	specifier						限定詞						√		100
	spectral analysis						頻譜分析						√		100
	spectrogram						頻譜						√		100
	spectrograph				PHT		聲譜儀	R		√					0
*	spectrograph			sound spectrograph	PHT		頻譜儀	A					√		1
	spectrograph				PHT		頻譜儀	A		√		√			1
	spectrum				PHT		頻譜	R					√		0
	spectrum [1]				#		光譜	D		√					2
	spectrum [2]				PHT		頻譜	R		√		√			0
	speculative grammar						思辨語法						√		100
*	speech			parole	GEN	PHT	言語	R				√			0
	speech				GEN	PHT	言語	R		√					0
	speech				GEN	PHT	言語	R					√		0
	speech				GEN	PHT	口語	A			√				1
	speech				GEN	PHT	言談	A		√					1
	speech				GEN	PHT	話語	A		√					1
	speech				#		語言	D		√					2
	speech act				PRG	SEM	言語行為	R			√	√			0
	speech act				PRG	SEM	言語行為	R					√		0
	speech act				PRG	SEM	言語行動	A		√					1
	speech act				PRG	SEM	談話行為	A		√					1
	speech act				#		語言行為	D		√					2
	speech act classification						言語行為分類						√		100
	speech act conditional						言語行為條件句						√		100
	speech act empathy hierarchy						言語行為移情等級原則						√		100
	speech act rules						言語行為規則						√		100
	speech act theory						言語行為理論						√		100
	speech analysis						語音分析						√		100
	speech chain				GEN	PHT	言語鏈	R				√			0
	speech chain				GEN	PHT	言語連鏈過程	A		√					1
	speech chain				#		連系的言語過程	D		√					2
	speech community				SOC	GEN	言語社區	R		√	√				0
	speech community				SOC	GEN	言語共同體	A			√				1
	speech community				SOC	GEN	言語社團	A			√				1
	speech community				SOC	GEN	言語社會	A				√			1
	speech community				SOC	GEN	言語社群	A			√				1
*	speech community			linguistic community			語言集團						√		100
	speech community						言語集團						√		100
	speech continuum						言語連續體						√		100
	speech defect						言語缺陷						√		100
	speech disorder						言語失調						√		100
	speech education						言語教育						√		100
	speech error						言語誤差						√		100
	speech event				SOC	GEN	言語事件	R		√	√	√			0
	speech event				SOC	GEN	言語事件	R					√		0
	speech event				SOC	GEN	言語事例	A		√					1
	speech impediment						言語障礙						√		100
	speech improvement						言語完善						√		100
	speech information processing						語音信息處理						√		100
	speech island				SOC		語言孤立區	R		√					0
	speech island				SOC		言語島	A			√				1
	speech island						言語孤島						√		100
	speech levels						言語平面						√		100
*	speech organs			organs of speech			言語器官						√		100
	speech pathology				APL	PSY	言語病理學	R		√		√			0
	speech pathology				APL	PSY	言語病理學	R					√		0
	speech perception				PSY	PHT	言語感知	R			√				0
	speech perception				PSY	PHT	言語知覺	R				√			0
	speech perception				PSY	PHT	言語知覺　	R			√				0
	speech perception				PSY	PHT	言語感知	R					√		0
	speech perception				#		言語瞭解	D		√					2
	speech perception				#		語言感知	D		√					2
	speech processing				PHT	CML	言語處理						√		100
	speech production				PSY	PHT	言語產生	R			√	√			0
	speech production				PHT	PSY	發音						√		100
	speech production				PHT	PSY	言語生成						√		100
*	speech rate			rate of speech	PHT	PSY	言語速度						√		100
	speech rate				PHT	PSY	語速						√		100
	speech reading				PSY		唇讀法						√		100
*	speech recognition			recognition of speech	PSY	PHT	言語識別	R					√		0
	speech recognition				PSY	PHT	言語識別	R		√		√			0
	speech recognition				#		說話人識別	D				√			2
	speech repertoire				PHN	SOC	言語技能						√		100
	speech repertoire				PHN	SOC	全部言語能力	R						√	
	speech rhythm				PHT	PHN	言語節奏						√		100
	speech rhythm				PHT	PHN	言語抑揚						√		100
	speech situation				SOC	PRG	言語情景						√		100
	speech sound				PHT	GEN	語音	R		√	√				0
	speech sound				PHT	GEN	語音	R					√		0
	speech sound				PHT	GEN	語聲	A		√					1
	speech sound				PHT	PHN	言語語音						√		100
	speech stretcher				PHT		延音器	R		√					0
	speech stretcher				PHT		延音器	R					√		0
	speech stretcher				PHT		言語延音器	A				√			1
	speech stretcher				#		語言擴展器	D		√					2
	speech style				SOC	PHN	言語語體						√		100
*	speech synthesis			synthesis of speech	PHT	CML	言語合成	R					√		0
	speech synthesis				PHT	CML	言語合成	R				√			0
	speech synthesis				#		人工合成語言	D		√					2
	speech synthesis				#		人造言語	D		√					2
	speech synthesizer				PHT	CML	言語合成器	R				√			0
	speech synthesizer				#		複製說話的造聲機	D		√					2
	speech therapy				PSY	PHN	言語矯治						√		100
	speech variety				SOC	PHN	言語品種						√		100
	speech variety				SOC	PHN	言語變體	R						√	
	speech-language pathology				PSY	NRL	言語－語言病理學						√		100
	speed reading				PSY	SGN	快速閱讀						√		100
	speededness				APL		完成測試的時間充分性						√		100
	spell-out				PHN	SYN	釋點						√		100
	spell-out				PHN	SYN	顯性化	R						√	
	spelling				WRS	APL	拼法						√		100
	spelling				WRS	APL	拼寫法						√		100
	spelling pronunciation				PSY	APL	拼法發音						√		100
	spelling reform				PSY	APL	拼寫改革						√		100
	Spencerian stanza				APL	PHN	斯賓塞體						√		100
	spiral approach				APL		螺旋法						√		100
*	spirant			fricative	PHT		擦音	R				√			0
	spirant				PHT		擦音	R		√					0
	spirant				PHT		擦音	R					√		0
	spirant				PHT		摩擦音	A		√					1
	spirant				#		氣擦音	D		√					2
	spirantization				PHT		（摩）擦音化	R		√					0
*	spirantization			spirantize	PHT		擦音化	A				√			1
	spirantization				PHT		擦音化	A					√		1
	split				GEN	HIS	分裂						√		100
	split clause				SYN		分裂子句						√		100
	split ergativity				SYN		折半作格性						√		100
	split ergativity				SYN		半作格性	R						√	
	split infinitive				SYN		分裂不定式						√		100
	split progression						分裂型推進						√		100
	split-half reliability				APL		折半信度						√		100
	split-half reliability				APL		分半信度	R						√	
	split-morphology hypothesis				MOR		分裂形態學假設						√		100
	spoken language				GEN		口語	R		√					0
	spoken language				GEN		白話	A		√					1
	spoken language				#		口說語言	D				√			2
	spoken language				GEN	SGN	口頭語言						√		100
	spoken language				GEN	SGN	口語	R						√	
	spondee				PHN	APL	揚揚格						√		100
	spontaneous learning				PSY	APL	自發學習						√		100
	spontaneous sound change				HIS	PHN	自發音變						√		100
	spoonerism				PSY	PHT	語音誤換	R						√	0
	spoonerism				PSY	PHT	斯波納現象	A				√			1
	spoonerism				PSY	PHT	首音誤置	A		√					1
	spoonerism				#		（二字或二字以上）前音互換	D		√					2
	spoonerism				PSY	PHT	首音互換						√		100
	spoonerism				PSY	PHT	斯本內現象						√		100
	spoonerism				PSY	PHT	語音成分互換	R						√	
	sporadic sound change				HIS	PHN	偶發音變						√		100
	sprachgefuhl				#		語感	D		√					2
*	Sprachgefühl			intuition	#		語感	D				√			2
	spread				PHN	HIS	展唇	R		√					0
*	spread			spreading	PHN	HIS	展唇	R				√			0
	spread				GEN	HIS	展連	A				√			1
	spread vowel				PHT	PHN	展元音						√		100
	spreading activation				PSY		擴展式激活						√		100
	Sranan				TYP	GEN	斯拉南語						√		100
	stacking				CML	SYN	堆積						√		100
	stage				PSY	GEN	教學步驟						√		100
	stage				PSY	GEN	教學階段						√		100
	stage				PSY	GEN	步驟	R						√	
	stage				PSY	GEN	階段	R						√	
	staging				CML	APL	信息編排						√		100
	stammer				PSY	NRL	口吃						√		100
	standard				SOC	APL	標準						√		100
	standard				SOC	APL	標準成分						√		100
*	Standard American English	SAE	Standard American English		SOC	APL	標準美國英語						√		100
*	Standard British English	SBE	Standard British English		SOC	APL	標準英國英語						√		100
	standard corpus				CML	APL	標準語料庫						√		100
*	standard deviation	SD	standard deviation		APL	PSY	標準差						√		100
	standard dialect				SOC	HIS	標準方言	R		√		√			0
	standard dialect				SOC	HIS	標準方言	R					√		0
	Standard English				SOC	APL	標準英語						√		100
*	standard error	SE	standard error		PSY	APL	標準誤差						√		100
	standard error of measurement				PSY	APL	標準測量誤差						√		100
	standard error of measurement				PSY	APL	標準誤						√		100
*	standard generalized markup language	SGML	standard generalized markup language		CML		通用標準標注語言	R				√			0
*	standard generalized markup language	SGML	standard generalized markup language		CML		標準通用標注語言	R						√	0
*	standard generalized markup language	SGML	standard generalized markup language		CML		標準通用置標語言	A			√				1
	standard language				SOC	HIS	標準語	R		√	√				0
	standard language				SOC	HIS	標準語	R					√		0
	standard language				SOC	HIS	標準語言	A				√			1
*	standard nine			stanine			九級記分						√		100
	standard score				APL		標準分						√		100
	standard speech				SOC	PHT	標準言語						√		100
	standard theory				SYN	GEN	a) 正統派理論	A		√					1
	standard theory				SYN	GEN	b) 標準理論	A		√					1
	standard theory				SYN	GEN	標準理論	A			√				1
	Standard Theory				SYN	GEN	標準理論	A					√		1
	standard variety				SOC	APL	標準語言變體	R				√			0
*	standard variety			standard dialect	SOC	APL	標準語言	A		√					1
*	standard variety			standard language	SOC	APL	標準語言	A		√					1
*	standard variety			standard dialect	SOC	APL	標準變體	A		√					1
*	standard variety			standard language	SOC	APL	標準變體	A		√					1
	standard variety				SOC	APL	標準變體	A			√				1
	standard variety				SOC		標準品種						√		100
	standard variety				SOC		標準變體	R						√	
	standardization				SOC	APL	標準化	R		√					0
	standardization				SOC	APL	標準化	R					√		0
	standardization				SOC	APL	典型化	A		√					1
	standardization				SOC	APL	標準語化	A				√			1
	standardized test				APL	PSY	標準化考試						√		100
*	stanine			standard nine			九級記分						√		100
*	starred form			asterisked form	SYN	GEN	星標形式	A				√			1
*	starred form			asterisked form	SYN	GEN	標星形式	A				√			1
	starred form				SYN	GEN	用星號標明的形式	A		√					1
	starred form				SYN	GEN	標星號形式						√		100
	statal passive				SYN	SEM	狀態被動式						√		100
	state				GEN		狀態	R		√		√			0
	state				GEN		情況	A		√					1
	state				#		事態	D		√					2
	statement				SEM	PHI	陳敘	R				√			0
	statement				SEM	PHI	陳述	R					√		0
	statement				SEM	PHI	陳述句						√		100
	statement				SEM	PHI	陳述	R		√					0
	statement				SEM	PHI	敘述	A		√					1
	statement				SEM	PHI	述語	A		√					1
	statement				SEM	PHI	述辭	A		√					1
	static				PHT	GEN	靜態	R		√					0
	static				PHT	GEN	靜態［聲調］	A				√			1
	static				#		止歇	D		√					2
	static linguistics				GEN		靜態語言學						√		100
	statistical analysis				APL	PSY	統計分析						√		100
	statistical hypothesis				APL	PSY	統計假設						√		100
*	statistical linguistics			statistics in linguistics	APL	GEN	統計語言學	R					√		0
	statistical linguistics				APL	GEN	統計語言學	R		√	√	√			0
	statistical significance				APL	PSY	統計有效位						√		100
	statistical universals				TYP	GEN	統計上的普遍特徵						√		100
*	statistics in linguistics			statistical linguistics	APL	GEN	統計語言學						√		100
*	stative			static verb	SEM	SYN	靜態動詞	R				√			0
	stative				SEM	SYN	靜態	R		√					0
	stative				SEM	SYN	靜態的	R				√			0
	stative				SEM	SYN	靜態	R					√		0
	stative				SEM	SYN	狀態	A		√					1
	stative verb				SYN	SEM	靜態動詞						√		100
	stative vs. active				SYN	SEM	靜態對動態						√		100
	status				SOC		地位						√		100
	status label				SOC		語類標記						√		100
	status label				SOC		地位標記	R						√	
	status planning				SOC		地位規劃	R				√			0
	status planning				SOC		語言地位規劃	A			√				1
	stem				MOR		詞幹	R				√			0
	stem				MOR		詞幹	R					√		0
	stem				MOR	SYN	題幹						√		100
	stem				MOR	SYN	詞幹	R						√	
*	stem			base form	MOR		詞幹	R		√					0
*	stem			root morpheme	MOR		詞根詞	A			√				1
	stem				MOR		詞幹	R			√				0
*	stem			base form	#		基體	D		√					2
*	stem			base form	#		語根	D		√					2
	stem compound				MOR	SYN	詞幹複合詞						√		100
	stem vowel				MOR	PHN	詞幹元音						√	√	100
	stem-inflected language				TYP	GEN	詞幹屈折語						√		100
	stem-isolating language				TYP	GEN	詞幹孤立語						√		100
	stemma						短語標記						√		100
	step						學步	D					√		2
	stereotype				SOC	PRG	成見變項	A			√				1
	stereotype				SEM	PSY	常規範型						√		100
	stereotype				SEM	PSY	典型	R						√	
	stereotype				SOC	PRG	定型	R		√					0
	stereotype				SOC	PRG	刻板語	A				√			1
	stereotype				SOC	PRG	常規［特徵］	A				√			1
	stereotype				SOC	PRG	底層	A		√					1
	stereotype relation				SEM	PSY	常規關係						√		100
	stereotype relation				SEM	PSY	典型關係	R						√	
	stereotyped expression				LEX	PRG	固定用語	R		√					0
*	stereotyped expression			idiomatic phrase	LEX	PRG	熟語	A			√				1
*	stereotyped expression			phraseological unit	LEX	PRG	熟語	A			√				1
	stereotyped expression				LEX	PRG	固定詞組	A		√					1
	stereotyped expression				#		陳規詞語	D				√			2
	stereotypical interpretation				SEM	PSY	常規理解						√		100
	stereotypical interpretation				SEM	PSY	典型理解	R						√	
	stimulus				PSY	APL	刺激						√		100
	stimulus discrimination				PSY	APL	刺激分辨						√		100
*	stimulus-response theory			S-R theory	PSY	APL	刺激－反應理論						√		100
	stipulative definition				LEX	PRG	規約定義	R						√	0
	stipulative definition				LEX	PRG	規定性釋義	A			√				1
	stipulative definition				#		規創界說	D		√					2
	stochastic grammar				CML	GEN	概率語法						√		100
	stochastic grammar				CML	GEN	隨機語法						√		100
*	stop			plosive	PHT	PHN	塞音	R		√					0
	stop				PHT	PHN	塞音	R				√			0
	stop				PHT	PHN	塞音	R					√		0
*	stop			plosive	PHT	PHN	破裂音	A		√					1
*	stop			plosive	PHT	PHN	閉塞音	A		√					1
*	stop			plosive	#		爆發音	D		√					2
	story grammar				DSC	SYN	故事結構學						√		100
	stratal diagram				SYN	GEN	層次圖						√		100
	stratal system				SYN	PHN	層次系統	A		√		√			1
	strategy						策略						√		100
	strategy competence						策略能力						√		100
	stratification				APL	SYN	層次						√		100
	stratification				APL	SYN	分層						√		100
*	Stratificational Grammar	SG	Stratificational Grammar		SYN	PHN	層次語法	A					√		1
	stratificational grammar				SYN	PHN	層次語法	A			√	√			1
	stratified sample				APL	PSY	分層樣本						√		100
	stratum				SYN	PHN	層	A		√					1
	stratum				SYN	PHN	層次的	A				√			1
	stratum				HIS	SOC	層次						√		100
	stress				PHT	PHN	重音	R					√		0
*	stress [1]			accent	PHT	PHN	重音	R				√			0
	stress [1]				PHT	PHN	重音	R			√				0
*	stress [1]			accent	PHT	PHN	重讀	A				√			1
	stress				PHT	PHN	重音	R		√					0
	stress				PHT	PHN	輕重音	A		√					1
	stress				PHT	PHN	重讀	A		√					1
	stress				#		音勢	D		√					2
	stress				#		加強	D		√					2
	stress accent				PHT	PHN	加重重音						√		100
	stress contour				PHT	PHN	重音升降曲線	R		√					0
	stress contour				PHT	PHN	重音廓線	A		√					1
	stress contour				PHT	PHN	重音曲拱	A				√			1
	stress group				PHT	PHN	重音群	R		√		√			0
	stress group				PHT	PHN	重音群	R					√		0
	stress mark				PHT	PHN	重音符號						√		100
	stress-timed language				PHN	TYP	重音－節拍語言						√		100
	stress-timed rhythm				PHN	TYP	重音時域節奏						√		100
	stress-timed vs. syllable-timed				PHN	TYP	重讀時域對音節時域						√		100
	stressed				PHT	PHN	重讀	R			√	√			0
	stressed pulse				PHT	PHN	重讀搏動						√		100
	stricture				PHT	PHN	制流	R				√			0
	stricture				PHT	PHN	阻礙	A		√					1
	stricture				PHT		間隙						√		100
	stridency				PHT	PHN	刺耳度	R						√	0
	stridency				PHT	PHN	粗糙度	A				√			1
	stridency				PHT	PHN	阻擦度	A		√					1
	stridency				#		尖度	D		√					2
	strident				PHT	PHN	刺耳的	R		√					0
	strident				PHT	PHN	粗糙［音］	A				√			1
	strident				PHT	PHN	粗糙性	A		√					1
	strident				PHT	PHN	阻擦	A		√					1
	strident				#		發生嘶嘶尖銳音	D		√					2
	strident vs. mellow				PHT	PHN	粗糙音對圓潤音						√		100
	string				SYN		語條	A		√					1
	string				SYN		語符列	A		√		√			1
	string				SYN		語符列	A					√		1
	string				GEN	SYN	字符串						√		100
	string				GEN	SYN	符號串	R						√	
	string analysis				GEN	SYN	線性分析						√		100
	string analysis				GEN	SYN	符號串分析	R						√	
	string theory				GEN	APL	語符列理論						√		100
	stroke				WRS		筆畫	R		√	√				0
	stroke order				WRS		筆順	R		√	√				0
	strong				PHT		強（音）	R		√					0
	strong				PHT		強音	A				√			1
	strong				#		強變化的	D		√					2
	strong consonant				PHN	PHT	強輔音						√		100
	strong declension				PHN	PHT	強變格						√		100
	strong declension				PHN	PHT	強變化						√		100
	strong form				PHT		強讀式	R		√					0
	strong form				#		強式	D				√			2
	strong form				PHN	PHT	強形式						√		100
	strong generative capacity				SYN	GEN	強生成能力						√		100
	strong lexicalist hypothesis				SYN	GEN	強詞彙學派假設						√		100
	strong universal				SYN	GEN	強普遍性						√		100
	strong universality				SYN	GEN	強普遍性						√		100
	strong verb				MOR	SYN	不規則動詞						√		100
	strong verb				MOR	SYN	強動詞						√		100
	strong version						強式						√		100
	strong vs. weak verb				MOR	SYN	強變化對弱變化動詞						√		100
	structural ambiguity				SYN	SEM	結構多義性	A		√					1
	structural ambiguity				SYN	SEM	結構岐義	A		√					1
	structural ambiguity				SYN	SEM	結構歧義	A				√			1
	structural ambiguity				SYN	SEM	結構歧義	A					√		1
	structural analysis				SYN		結構分析	A		√		√			1
	structural analysis				SYN		結構分析	A					√		1
	structural and functional labels				GEN	SYN	結構標籤和功能標籤						√		100
